email,password,first_name,last_name,phone,address,city,zip_code,country,date_joined,pet_name,pet_type,pet_gender,pet_breed,pet_neutered,pet_age_years,pet_age_months,pet_weight,pet_body_type,pet_activity_level,pet_food_types,pet_food_feeling,pet_food_importance
silver.eagle_4075@gmail.com,SeYil74$2024,Selin,Yıldız,+90 534 984 11 42,Halaskargazi Cd 178,Istanbul,34515,Turkey,2025-09-19T02:50:58,,,,,,,,,,,,,
yusuf.ozturk650@gmail.com,YuOzt22$2024,Yusuf,Öztürk,+90 535 404 71 48,Halaskargazi Cd 240,Bursa,16423,Turkey,2025-09-19T05:52:00,,,,,,,,,,,,,
panda2629@yahoo.com,ElMoh85@2025,Elham,Mohammadi,+98 0991 3892452,Valiasr St 212,Isfahan,9608961078,Iran,2025-09-19T12:29:30,,,,,,,,,,,,,
seda.kaya112@eurogrid.ai,SeKay67!2025,Seda,Kaya,+90 537 648 33 77,Bağdat Cd 57,Istanbul,34344,Turkey,2025-09-20T07:32:23,,,,,,,,,,,,,
gizem.yilmaz809@outlook.com,GiYil24!2024,Gizem,Yılmaz,+90 536 899 25 87,İstiklal Cd 95,Istanbul,34107,Turkey,2025-09-20T17:06:42,,,,,,,,,,,,,
gizem.koc505@gmail.com,GiKoc57@2024,Gizem,Koç,+90 505 330 15 69,Nispetiye Cd 164,Istanbul,34818,Turkey,2025-09-20T17:08:21,,,,,,,,,,,,,
kalle.heikkinen742@msn.com,KaHei83$2025,Kalle,Heikkinen,+358 041 6147789,Itäkatu 237,Helsinki,00076,Finland,2025-09-20T21:48:59,Pumpkin,Cat,Female,Persian,False,15.0,8.0,4.8,Ideal,Active,"Dry food, Raw food",Picky eater,Very important
ayse.erdogan@outlook.com,AyErd12@2024,Ayşe,Erdoğan,+90 533 325 25 92,İstiklal Cd 76,Antalya,07647,Turkey,2025-09-20T22:30:14,,,,,,,,,,,,,
selin.polat23@outlook.com,SePol11$2025,Selin,Polat,+90 533 969 81 24,Bağdat Cd 101,Istanbul,34961,Turkey,2025-09-21T03:33:48,Max,Cat,Female,Ragdoll,True,5.0,0.0,8.1,Overweight,Less Active,Wet food,Picky eater,Very important
yusuf.celik@gmail.com,YuCel18$2024,Yusuf,Çelik,+90 538 203 03 53,Atatürk Blv 39,Istanbul,34333,Turkey,2025-09-21T07:33:44,Kiki,Dog,Female,Shiba Inu,True,10.0,9.0,10.7,Overweight,Moderately Active,Dry food,Happy and energetic,Important
sunnybear879@saha.com,EcErd89!2024,Ece,Erdoğan,+90 539 624 12 78,İstiklal Cd 19,Izmir,35955,Turkey,2025-09-21T08:13:07,,,,,,,,,,,,,
emre.koc@gmail.com,EmKoc87$2024,Emre,Koç,+90 532 587 90 89,Halaskargazi Cd 241,Mersin,33843,Turkey,2025-09-21T10:19:00,Zoe,Dog,Male,Beagle,False,11.0,6.0,10.8,Muscular,Less Active,"Dry food, Raw food",Calm and balanced,Very important
burak.kilic@gmail.com,BuKil85#2024,Burak,Kılıç,+90 538 646 14 45,Turan Güneş Blv 154,Istanbul,34755,Turkey,2025-09-21T19:47:18,,,,,,,,,,,,,
asli.dogan@msn.com,AsDog17!2024,Aslı,Doğan,+90 505 198 12 96,Atatürk Blv 220,Istanbul,34629,Turkey,2025-09-21T20:34:05,,,,,,,,,,,,,
ilona.heikkinen391@gmail.com,IlHei59!2024,Ilona,Heikkinen,+358 040 9565651,Hämeenkatu 138,Helsinki,00962,Finland,2025-09-22T02:21:14,Sushi,Dog,Female,French Bulldog,False,8.0,9.0,10.2,Ideal,Less Active,"Dry food, Raw food",Happy and energetic,Important
anne.visser@gmail.com,AnVis41$2025,Anne,Visser,+31 6 9716 4990,Blaak 84,Amsterdam,1078 18,Netherlands,2025-09-22T02:58:59,,,,,,,,,,,,,
silent.falcon_1949@tutanota.com,MiLai57@2025,Mika,Laine,+358 040 6193767,Aleksanterinkatu 41,Helsinki,00683,Finland,2025-09-22T03:38:00,Cooper,Cat,Female,Maine Coon,True,8.0,2.0,7.4,Muscular,Less Active,"Dry food, Raw food",Content and satisfied,Very important
onur.celik@outlook.com,OnCel33!2024,Onur,Çelik,+90 535 301 65 05,Atatürk Blv 75,Adana,01337,Turkey,2025-09-22T04:54:06,,,,,,,,,,,,,
hossein.mohammadi316@yahoo.com,HoMoh59!2024,Hossein,Mohammadi,+98 0935 9781093,Pasdaran St 100,Tehran,9139547578,Iran,2025-09-22T17:04:12,,,,,,,,,,,,,
sunnyotter451@gmail.com,BeCel67@2024,Berk,Çelik,+90 536 668 99 63,Cumhuriyet Cd 32,Istanbul,34996,Turkey,2025-09-22T22:04:04,,,,,,,,,,,,,
cosmiclion89@gmail.com,YuOzt34#2024,Yusuf,Öztürk,+90 505 912 67 15,Cumhuriyet Cd 26,Gaziantep,27947,Turkey,2025-09-22T22:45:32,,,,,,,,,,,,,
aino.koskinen@gmail.com,AiKos83@2024,Aino,Koskinen,+358 050 3013502,Kalevankatu 76,Espoo,02724,Finland,2025-09-23T01:18:47,Sushi,Dog,Male,Rottweiler,True,4.0,7.0,37.2,Overweight,Moderately Active,Wet food,Picky eater,Very important
falcon6791@gmail.com,HaYal12@2025,Hakan,Yalçın,+90 531 284 01 07,Nispetiye Cd 50,Istanbul,34480,Turkey,2025-09-23T02:22:22,,,,,,,,,,,,,
rob.visser159@gmail.com,RoVis60@2025,Rob,Visser,+31 6 2355 4700,Nieuwezijds Voorburgwal 155,Rotterdam,3029 07,Netherlands,2025-09-23T07:09:06,,,,,,,,,,,,,
ece.demir93@gmail.com,EcDem63#2025,Ece,Demir,+90 536 120 12 75,İstiklal Cd 238,Istanbul,34249,Turkey,2025-09-23T08:34:02,,,,,,,,,,,,,
onur.kilic@gmail.com,OnKil67@2024,Onur,Kılıç,+90 539 684 51 88,Bağdat Cd 213,Istanbul,34088,Turkey,2025-09-23T09:20:13,,,,,,,,,,,,,
juha.koskinen950@gmail.com,JuKos84#2024,Juha,Koskinen,+358 050 6394900,Aleksanterinkatu 3,Turku,20519,Finland,2025-09-23T18:28:56,,,,,,,,,,,,,
smartotter828@outlook.com,CaYil64#2024,Can,Yıldız,+90 501 800 27 51,Cumhuriyet Cd 220,Istanbul,34423,Turkey,2025-09-23T19:19:25,Daisy,Dog,Male,Cocker Spaniel,True,4.0,10.0,15.9,Muscular,Very Active,"Wet food, Raw food",Content and satisfied,Important
berk.koc391@gmail.com,BeKoc66#2025,Berk,Koç,+90 536 282 59 45,İstiklal Cd 210,Istanbul,34600,Turkey,2025-09-23T23:25:03,,,,,,,,,,,,,
lynx9613@gmail.com,AnLai85$2025,Antti,Laine,+358 044 6585699,Hämeenkatu 191,Espoo,02985,Finland,2025-09-24T00:23:16,,,,,,,,,,,,,
berk.erdogan@msn.com,BeErd89@2024,Berk,Erdoğan,+90 501 308 18 02,Halaskargazi Cd 90,Istanbul,34959,Turkey,2025-09-24T09:36:21,,,,,,,,,,,,,
ali.celik@zoho.com,AlCel74@2025,Ali,Çelik,+90 533 518 03 90,Atatürk Blv 127,Adana,01470,Turkey,2025-09-24T11:02:57,,,,,,,,,,,,,
elif.arslan@auroradata.fi,ElArs64@2025,Elif,Arslan,+90 537 202 59 64,Atatürk Blv 235,Istanbul,34311,Turkey,2025-09-24T12:01:24,,,,,,,,,,,,,
rob.vanloon@gmail.com,Rovan11!2025,Rob,van Loon,+31 6 4018 6642,Lijnbaan 78,Amsterdam,1014 93,Netherlands,2025-09-24T14:06:25,,,,,,,,,,,,,
bear2736@gmail.com,BeOzt21@2025,Berk,Öztürk,+90 538 720 38 28,Halaskargazi Cd 143,Konya,42276,Turkey,2025-09-24T14:49:46,,,,,,,,,,,,,
emre.dogan@gmail.com,EmDog34#2024,Emre,Doğan,+90 532 970 82 01,İnönü Cd 213,Istanbul,34767,Turkey,2025-09-24T15:29:28,,,,,,,,,,,,,
asli.kaya@gmail.com,AsKay52#2024,Aslı,Kaya,+90 539 104 44 98,İstiklal Cd 76,Istanbul,34123,Turkey,2025-09-24T16:28:01,,,,,,,,,,,,,
mert.yildiz978@iberix.fi,MeYil59$2025,Mert,Yıldız,+90 530 562 27 53,Cumhuriyet Cd 14,Istanbul,34581,Turkey,2025-09-24T17:08:35,,,,,,,,,,,,,
wolf7023@gmail.com,OlKos89@2025,Olli,Koskinen,+358 041 8529007,Esplanadi 109,Helsinki,00035,Finland,2025-09-24T23:27:37,,,,,,,,,,,,,
cem.kaya@outlook.com,CeKay84#2024,Cem,Kaya,+90 532 110 48 15,Bağdat Cd 53,Kayseri,38246,Turkey,2025-09-25T05:24:32,,,,,,,,,,,,,
eva.devries272@outlook.com,Evde 74$2025,Eva,de Vries,+31 6 6910 5448,Spui 140,Amsterdam,1070 33,Netherlands,2025-09-25T09:38:53,,,,,,,,,,,,,
cansu.arslan700@msn.com,CaArs18!2025,Cansu,Arslan,+90 532 397 70 98,Cumhuriyet Cd 81,Istanbul,34611,Turkey,2025-09-25T10:55:17,,,,,,,,,,,,,
jonas.dubois@icloud.com,JoDub16$2024,Jonas,Dubois,+39 334 460 112,Champs-Élysées 114,Milan,20121,Italy,2025-09-25T11:54:13,,,,,,,,,,,,,
smartwolf380@gmail.com,MaMul66@2025,Maarten,Mulder,+31 6 3007 5535,Coolsingel 146,Amsterdam,1036 58,Netherlands,2025-09-25T13:35:27,Smokey,Cat,Female,Sphynx,True,8.0,1.0,4.5,Muscular,Active,"Dry food, Wet food",Calm and balanced,Very important
hakan.demir@gmail.com,HaDem56#2025,Hakan,Demir,+90 537 866 81 19,Nispetiye Cd 144,Istanbul,34239,Turkey,2025-09-25T18:01:12,,,,,,,,,,,,,
eva.meijer478@gmail.com,EvMei11@2024,Eva,Meijer,+31 6 4324 2450,Spui 101,Amsterdam,1005 04,Netherlands,2025-09-25T18:45:09,,,,,,,,,,,,,
ayse.erdogan416@gmail.com,AyErd25!2025,Ayşe,Erdoğan,+90 501 261 33 47,İstiklal Cd 71,Istanbul,34491,Turkey,2025-09-25T19:18:36,Milo,Cat,Female,Ragdoll,False,6.0,5.0,5.7,Overweight,Active,Raw food,Easily distracted,Important
wolf1757@gmail.com,AsKoc53@2024,Aslı,Koç,+90 536 130 47 08,Nispetiye Cd 132,Adana,01323,Turkey,2025-09-25T20:08:30,,,,,,,,,,,,,
zeynep.erdogan454@gmail.com,ZeErd60#2024,Zeynep,Erdoğan,+90 501 568 50 28,İnönü Cd 222,Istanbul,34168,Turkey,2025-09-25T20:55:57,Hazel,Cat,Female,Ragdoll,True,16.0,3.0,6.1,Overweight,Less Active,"Dry food, Raw food",Calm and balanced,Very important
emre.aksoy@gmail.com,EmAks68#2024,Emre,Aksoy,+90 532 683 86 57,İstiklal Cd 13,Istanbul,34598,Turkey,2025-09-25T21:40:00,Loki,Cat,Female,Persian,True,13.0,5.0,3.1,Muscular,Active,"Wet food, Raw food",Always hungry,Very important
blue.owl_6060@gmail.com,CaSah52@2024,Can,Şahin,+90 530 670 60 72,Halaskargazi Cd 138,Gaziantep,27708,Turkey,2025-09-26T00:39:25,,,,,,,,,,,,,
aino.virtanen@outlook.com,AiVir20#2024,Aino,Virtanen,+358 050 1026947,Mannerheimintie 121,Lahti,15515,Finland,2025-09-26T01:12:39,,,,,,,,,,,,,
ayse.dogan800@gmail.com,AyDog82$2025,Ayşe,Doğan,+90 532 749 37 43,Bağdat Cd 209,Istanbul,34224,Turkey,2025-09-26T02:08:54,,,,,,,,,,,,,
antti.heikkinen163@gmail.com,AnHei80#2025,Antti,Heikkinen,+358 050 6296181,Itäkatu 121,Kuopio,70853,Finland,2025-09-26T03:44:08,Buddy,Dog,Female,Golden Retriever,False,2.0,11.0,33.0,Overweight,Active,"Dry food, Wet food",Happy and energetic,Important
ayse.arslan756@gmail.com,AyArs91@2024,Ayşe,Arslan,+90 505 907 06 51,Halaskargazi Cd 80,Istanbul,34583,Turkey,2025-09-26T04:41:15,,,,,,,,,,,,,
gizem.koc282@outlook.com,GiKoc39!2024,Gizem,Koç,+90 536 845 63 95,Nispetiye Cd 183,Istanbul,34660,Turkey,2025-09-26T07:14:36,,,,,,,,,,,,,
urban.eagle_9597@gmail.com,HaErd48!2024,Hakan,Erdoğan,+90 537 999 97 93,Cumhuriyet Cd 133,Istanbul,34434,Turkey,2025-09-26T12:50:41,,,,,,,,,,,,,
hilal.yalcin@outlook.com,HiYal44@2025,Hilal,Yalçın,+90 501 139 39 10,Atatürk Blv 89,Konya,42056,Turkey,2025-09-26T16:50:20,,,,,,,,,,,,,
eva.bos@yandex.com,EvBos99@2025,Eva,Bos,+31 6 3941 0478,Spui 171,Amsterdam,1065 29,Netherlands,2025-09-26T16:51:13,Cooper,Dog,Female,Cocker Spaniel,True,4.0,10.0,12.4,Overweight,Moderately Active,"Dry food, Wet food",Always hungry,Very important
lion5434@novatek.fi,YuKil14!2024,Yusuf,Kılıç,+90 537 265 83 73,Bağdat Cd 85,Istanbul,34321,Turkey,2025-09-26T17:53:54,,,,,,,,,,,,,
luckypanda133@outlook.com,YuKoc60$2024,Yusuf,Koç,+90 534 109 82 03,İstiklal Cd 201,Istanbul,34433,Turkey,2025-09-26T19:17:30,Shadow,Cat,Female,Siamese,True,16.0,8.0,3.7,Ideal,Active,Raw food,Happy and energetic,Important
silentpanda433@gmail.com,AsArs33!2024,Aslı,Arslan,+90 530 482 49 75,Atatürk Blv 106,Istanbul,34591,Turkey,2025-09-26T21:09:47,,,,,,,,,,,,,
berk.polat260@gmail.com,BePol57!2024,Berk,Polat,+90 534 523 37 20,İstiklal Cd 55,Istanbul,34597,Turkey,2025-09-26T23:36:42,,,,,,,,,,,,,
mehmet.kaya@gmail.com,MeKay51#2024,Mehmet,Kaya,+90 501 323 78 18,Halaskargazi Cd 169,Istanbul,34403,Turkey,2025-09-27T00:28:51,,,,,,,,,,,,,
ayse.kilic923@gmail.com,AyKil52!2025,Ayşe,Kılıç,+90 531 706 27 73,Cumhuriyet Cd 85,Antalya,07176,Turkey,2025-09-27T02:15:16,,,,,,,,,,,,,
zeynep.dogan@gmail.com,ZeDog95@2025,Zeynep,Doğan,+90 535 929 58 22,Turan Güneş Blv 84,Istanbul,34043,Turkey,2025-09-27T05:43:00,,,,,,,,,,,,,
antti.nieminen955@gmail.com,AnNie68!2024,Antti,Nieminen,+358 041 4872473,Kalevankatu 31,Helsinki,00199,Finland,2025-09-27T06:49:28,Coco,Dog,Female,French Bulldog,True,8.0,8.0,12.5,Overweight,Moderately Active,Dry food,Calm and balanced,Very important
seda.ozturk660@outlook.com,SeOzt89!2024,Seda,Öztürk,+90 536 176 95 80,Nispetiye Cd 126,Istanbul,34529,Turkey,2025-09-27T08:55:36,,,,,,,,,,,,,
hakan.yilmaz@gmail.com,HaYil10!2024,Hakan,Yılmaz,+90 536 690 94 87,Halaskargazi Cd 12,Kayseri,38971,Turkey,2025-09-27T10:39:33,,,,,,,,,,,,,
can.dogan@msn.com,CaDog81#2025,Can,Doğan,+90 531 104 87 17,Halaskargazi Cd 231,Istanbul,34457,Turkey,2025-09-27T10:57:46,Hazel,Dog,Female,Poodle,True,5.0,11.0,17.5,Underweight,Active,"Dry food, Raw food",Picky eater,Important
can.yildiz728@yahoo.com,CaYil13!2024,Can,Yıldız,+90 539 442 72 93,Cumhuriyet Cd 11,Istanbul,34695,Turkey,2025-09-27T11:33:13,,,,,,,,,,,,,
yusuf.demir@gmail.com,YuDem62$2025,Yusuf,Demir,+90 538 279 87 88,İnönü Cd 14,Istanbul,34007,Turkey,2025-09-27T13:48:02,,,,,,,,,,,,,
pouya.rezai@icloud.com,PoRez83#2024,Pouya,Rezai,+98 0935 5779465,Kargar St 106,Tehran,1960184975,Iran,2025-09-27T14:14:28,,,,,,,,,,,,,
alejandro.lefevre@eurogrid.nl,AlLef63!2025,Alejandro,Lefevre,+34 619 258 820,Ringstraße 8,Barcelona,08001,Spain,2025-09-27T16:45:13,,,,,,,,,,,,,
femke.vanvliet@gmail.com,Fevan96@2025,Femke,van Vliet,+31 6 2376 6284,Damrak 205,Den Bosch,5234 86,Netherlands,2025-09-27T18:43:11,Bella,Cat,Female,Persian,False,9.0,2.0,3.6,Overweight,Moderately Active,"Dry food, Wet food",Picky eater,Very important
cansu.celik814@gmail.com,CaCel27$2025,Cansu,Çelik,+90 537 691 93 58,İnönü Cd 61,Istanbul,34286,Turkey,2025-09-27T21:08:28,,,,,,,,,,,,,
berk.dogan637@gmail.com,BeDog94#2024,Berk,Doğan,+90 536 735 03 10,Turan Güneş Blv 208,Kayseri,38418,Turkey,2025-09-27T22:06:38,Misty,Dog,Male,French Bulldog,False,5.0,6.0,10.1,Muscular,Less Active,Wet food,Calm and balanced,Important
veera.korhonen@zoho.com,VeKor65!2025,Veera,Korhonen,+358 040 4811583,Mannerheimintie 103,Kuopio,70716,Finland,2025-09-27T23:44:37,Chloe,Cat,Male,Maine Coon,True,7.0,10.0,5.2,Ideal,Very Active,"Dry food, Wet food",Easily distracted,Important
sunnyfalcon280@iberix.de,BeArs79@2025,Berk,Arslan,+90 537 189 56 60,İstiklal Cd 20,Mersin,33457,Turkey,2025-09-28T04:44:04,,,,,,,,,,,,,
hakan.kaya@icloud.com,HaKay99#2025,Hakan,Kaya,+90 532 355 34 61,İnönü Cd 125,Istanbul,34215,Turkey,2025-09-28T04:59:44,,,,,,,,,,,,,
tom.jansen201@icloud.com,ToJan67@2025,Tom,Jansen,+31 6 2724 2956,Damrak 190,Rotterdam,3057 29,Netherlands,2025-09-28T05:26:23,,,,,,,,,,,,,
whale371@saha.com,KaHam63!2024,Kalle,Hämäläinen,+358 050 3746128,Aleksanterinkatu 179,Oulu,90590,Finland,2025-09-28T07:07:49,Oreo,Dog,Male,Labrador Retriever,True,10.0,5.0,32.1,Overweight,Less Active,Dry food,Easily distracted,Important
sophie.smit687@gmail.com,SoSmi59!2024,Sophie,Smit,+31 6 4192 6500,Spui 224,Amsterdam,1029 36,Netherlands,2025-09-28T07:25:54,,,,,,,,,,,,,
olli.jarvinen364@icloud.com,OlJar21@2024,Olli,Järvinen,+358 050 9800918,Itäkatu 53,Tampere,33066,Finland,2025-09-28T08:49:45,,,,,,,,,,,,,
bear220@msn.com,CaSah39!2025,Cansu,Şahin,+90 533 560 03 79,Bağdat Cd 203,Gaziantep,27038,Turkey,2025-09-28T11:06:49,,,,,,,,,,,,,
noah.vanloon321@gmail.com,Novan29#2025,Noah,van Loon,+31 6 9292 3325,Vismarkt 18,Rotterdam,3018 08,Netherlands,2025-09-28T11:48:49,,,,,,,,,,,,,
emmi.koskinen176@gmail.com,EmKos41@2025,Emmi,Koskinen,+358 041 9101171,Kalevankatu 138,Helsinki,00129,Finland,2025-09-28T12:41:42,,,,,,,,,,,,,
mert.kilic462@gmail.com,MeKil43$2024,Mert,Kılıç,+90 535 980 34 70,İnönü Cd 96,Istanbul,34676,Turkey,2025-09-28T13:09:12,,,,,,,,,,,,,
swiftwhale817@mail.com,SeKoc25!2024,Selin,Koç,+90 536 911 77 62,Nispetiye Cd 132,Istanbul,34551,Turkey,2025-09-28T14:24:49,,,,,,,,,,,,,
burak.yildiz549@icloud.com,BuYil88@2025,Burak,Yıldız,+90 531 727 77 16,Atatürk Blv 193,Istanbul,34086,Turkey,2025-09-28T15:11:51,,,,,,,,,,,,,
berk.erdogan@verdan.fi,BeErd25#2025,Berk,Erdoğan,+90 535 636 09 29,İstiklal Cd 238,Mersin,33259,Turkey,2025-09-28T16:50:33,,,,,,,,,,,,,
bluelion472@auroradata.es,SeSah93@2025,Seda,Şahin,+90 537 918 88 97,Nispetiye Cd 139,Istanbul,34018,Turkey,2025-09-28T21:21:59,,,,,,,,,,,,,
blue.bear_5837@outlook.com,HaArs32@2024,Hakan,Arslan,+90 537 891 69 32,Turan Güneş Blv 201,Istanbul,34300,Turkey,2025-09-28T22:38:49,,,,,,,,,,,,,
eva.meijer@gmail.com,EvMei74$2024,Eva,Meijer,+31 6 4686 2725,Vismarkt 111,Rotterdam,3096 89,Netherlands,2025-09-28T22:50:40,,,,,,,,,,,,,
eero.laine355@gmail.com,EeLai14#2024,Eero,Laine,+358 041 4044994,Mannerheimintie 195,Kuopio,70583,Finland,2025-09-28T22:51:12,,,,,,,,,,,,,
antti.nieminen@mervis.net,AnNie83@2025,Antti,Nieminen,+358 044 9459087,Aleksanterinkatu 149,Helsinki,00775,Finland,2025-09-28T23:17:35,Chloe,Dog,Male,Poodle,False,8.0,5.0,20.5,Ideal,Less Active,Raw food,Happy and energetic,Very important
ece.arslan@outlook.com,EcArs72#2024,Ece,Arslan,+90 533 247 89 13,Atatürk Blv 47,Istanbul,34249,Turkey,2025-09-29T02:10:02,Cookie,Dog,Female,Cocker Spaniel,True,3.0,3.0,15.8,Underweight,Less Active,"Dry food, Wet food",Content and satisfied,Very important
blue.falcon_4457@gmail.com,Tovan98$2025,Tom,van Loon,+31 6 9001 7179,Damrak 239,Rotterdam,3036 78,Netherlands,2025-09-29T05:33:07,,,,,,,,,,,,,
pierre.lefevre728@msn.com,PiLef19@2025,Pierre,Lefevre,+33 6 65 48 68 83,Ringstraße 51,Paris,75001,France,2025-09-29T05:55:58,,,,,,,,,,,,,
golden.bear_7141@gmail.com,CeDem98$2024,Cem,Demir,+90 539 913 47 44,İstiklal Cd 244,Istanbul,34828,Turkey,2025-09-29T06:25:28,,,,,,,,,,,,,
emre.celik940@gmail.com,EmCel76@2025,Emre,Çelik,+90 538 218 59 91,Halaskargazi Cd 176,Kayseri,38277,Turkey,2025-09-29T06:59:51,Milo,Dog,Male,French Bulldog,True,2.0,1.0,12.6,Muscular,Moderately Active,"Dry food, Raw food",Happy and energetic,Very important
hakan.aksoy190@gmail.com,HaAks93#2024,Hakan,Aksoy,+90 532 249 48 36,Atatürk Blv 96,Bursa,16132,Turkey,2025-09-29T08:14:24,Zoe,Cat,Male,Ragdoll,False,8.0,3.0,8.8,Ideal,Very Active,"Dry food, Wet food",Always hungry,Very important
deniz.polat@outlook.com,DePol96$2024,Deniz,Polat,+90 532 897 59 25,Atatürk Blv 215,Istanbul,34678,Turkey,2025-09-29T08:27:37,,,,,,,,,,,,,
cem.sahin553@proton.me,CeSah50#2024,Cem,Şahin,+90 533 612 84 47,Cumhuriyet Cd 181,Kayseri,38105,Turkey,2025-09-29T10:15:12,,,,,,,,,,,,,
anna.bianchi@saha.com,AnBia51#2025,Anna,Bianchi,+34 638 234 545,Unter den Linden 126,Madrid,28001,Spain,2025-09-29T11:17:24,,,,,,,,,,,,,
mika.laine878@gmail.com,MiLai23!2024,Mika,Laine,+358 044 6463980,Esplanadi 117,Helsinki,00552,Finland,2025-09-29T11:22:37,,,,,,,,,,,,,
can.yalcin117@icloud.com,CaYal67!2025,Can,Yalçın,+90 505 295 64 40,İstiklal Cd 59,Istanbul,34333,Turkey,2025-09-29T11:48:04,,,,,,,,,,,,,
zeynep.demir@yahoo.com,ZeDem81$2024,Zeynep,Demir,+90 532 569 38 16,İstiklal Cd 47,Ankara,06709,Turkey,2025-09-29T14:12:49,,,,,,,,,,,,,
santeri.heikkinen968@gmail.com,SaHei30!2025,Santeri,Heikkinen,+358 050 2262379,Esplanadi 156,Helsinki,00399,Finland,2025-09-29T14:31:01,Coco,Dog,Female,Shiba Inu,False,6.0,9.0,9.0,Underweight,Moderately Active,Dry food,Calm and balanced,Very important
