email,password,first_name,last_name,phone,address,city,zip_code,country,date_joined,pet_name,pet_type,pet_gender,pet_breed,pet_neutered,pet_age_years,pet_age_months,pet_weight,pet_body_type,pet_activity_level,pet_food_types,pet_food_feeling,pet_food_importance
smartdog498@fastmail.com,MaJan78@2024,Maarten,Jansen,+31 6 9749 3062,Spui 169,Eindhoven,5691 25,Netherlands,2025-10-05T00:35:01,Sushi,Cat,Female,Ragdoll,True,12.0,7.0,7.2,Overweight,Moderately Active,"Dry food, Wet food",Always hungry,Very important
cem.demir286@gmail.com,CeDem91@2025,Cem,Demir,+90 531 652 82 19,İstiklal Cd 119,Istanbul,34880,Turkey,2025-10-05T01:20:41,,,,,,,,,,,,,
juha.virtanen@icloud.com,JuVir99!2025,Juha,Virtanen,+358 041 5484201,Aleksanterinkatu 69,Helsinki,00106,Finland,2025-10-05T02:01:47,,,,,,,,,,,,,
wolf7420@icloud.com,AnHam51@2025,Antti,Hämäläinen,+358 050 3898497,Aleksanterinkatu 25,Helsinki,00233,Finland,2025-10-05T04:38:59,,,,,,,,,,,,,
silentwolf584@gmail.com,AsAyd14!2024,Aslı,Aydın,+90 532 772 66 01,Nispetiye Cd 123,Istanbul,34239,Turkey,2025-10-05T05:06:08,,,,,,,,,,,,,
cosmic.lynx_5632@msn.com,MeAyd27!2024,Mert,Aydın,+90 530 783 24 60,Turan Güneş Blv 190,Istanbul,34407,Turkey,2025-10-05T05:45:33,,,,,,,,,,,,,
onur.arslan856@yahoo.com,OnArs61$2024,Onur,Arslan,+90 537 442 55 04,Atatürk Blv 114,Bursa,16366,Turkey,2025-10-05T05:46:33,Max,Cat,Male,British Shorthair,False,8.0,9.0,4.3,Ideal,Moderately Active,Dry food,Calm and balanced,Very important
deniz.aydin@gmail.com,DeAyd21@2025,Deniz,Aydın,+90 531 213 86 32,Atatürk Blv 70,Istanbul,34182,Turkey,2025-10-05T05:50:57,,,,,,,,,,,,,
can.sahin@gmail.com,CaSah10!2025,Can,Şahin,+90 531 257 92 23,Turan Güneş Blv 130,Konya,42812,Turkey,2025-10-05T06:23:30,Simba,Dog,Male,French Bulldog,False,10.0,3.0,10.9,Ideal,Moderately Active,Dry food,Content and satisfied,Very important
brightotter397@gmail.com,MaBos96!2024,Maarten,Bos,+31 6 3689 2282,Damrak 104,Rotterdam,3087 28,Netherlands,2025-10-05T06:36:11,Max,Dog,Male,Cocker Spaniel,True,3.0,6.0,15.5,Ideal,Moderately Active,Wet food,Picky eater,Important
burak.sahin974@gmail.com,BuSah12@2025,Burak,Şahin,+90 533 994 92 56,Nispetiye Cd 27,Istanbul,34675,Turkey,2025-10-05T06:41:48,,,,,,,,,,,,,
laura.makinen19@yahoo.com,LaMak66@2025,Laura,Mäkinen,+358 041 4107948,Hämeenkatu 166,Espoo,02884,Finland,2025-10-05T07:02:23,,,,,,,,,,,,,
falcon2167@saha.com,EmKay33$2025,Emre,Kaya,+90 539 252 95 73,Turan Güneş Blv 170,Istanbul,34366,Turkey,2025-10-05T07:04:26,,,,,,,,,,,,,
gizem.yilmaz495@gmail.com,GiYil92#2025,Gizem,Yılmaz,+90 530 454 89 59,Turan Güneş Blv 219,Istanbul,34989,Turkey,2025-10-05T08:49:11,,,,,,,,,,,,,
ece.ozturk607@outlook.com,EcOzt17@2024,Ece,Öztürk,+90 532 626 83 29,Nispetiye Cd 134,Istanbul,34271,Turkey,2025-10-05T08:51:35,Nala,Dog,Male,Golden Retriever,False,6.0,9.0,29.6,Overweight,Moderately Active,Wet food,Happy and energetic,Important
miika.makinen@icloud.com,MiMak95#2024,Miika,Mäkinen,+358 050 9772849,Mannerheimintie 85,Helsinki,00211,Finland,2025-10-05T09:49:13,Poppy,Cat,Male,Persian,False,15.0,9.0,5.1,Muscular,Less Active,Raw food,Picky eater,Very important
selin.yilmaz766@gmail.com,SeYil69@2024,Selin,Yılmaz,+90 537 916 73 74,Cumhuriyet Cd 185,Istanbul,34483,Turkey,2025-10-05T10:33:50,Poppy,Cat,Female,Maine Coon,False,12.0,4.0,6.9,Overweight,Moderately Active,Raw food,Easily distracted,Important
burak.yilmaz@iberix.com,BuYil49$2025,Burak,Yılmaz,+90 538 477 66 24,Atatürk Blv 167,Istanbul,34917,Turkey,2025-10-05T10:56:11,,,,,,,,,,,,,
seda.sahin654@gmail.com,SeSah38$2024,Seda,Şahin,+90 531 694 13 64,Nispetiye Cd 87,Istanbul,34805,Turkey,2025-10-05T11:09:02,,,,,,,,,,,,,
seda.kilic@outlook.com,SeKil72$2024,Seda,Kılıç,+90 539 124 87 41,Halaskargazi Cd 235,Mersin,33163,Turkey,2025-10-05T11:59:45,Kiki,Dog,Female,Beagle,False,1.0,8.0,10.2,Ideal,Very Active,"Dry food, Raw food",Always hungry,Important
asli.erdogan528@gmail.com,AsErd36@2024,Aslı,Erdoğan,+90 530 453 68 08,Nispetiye Cd 188,Antalya,07718,Turkey,2025-10-05T12:01:33,,,,,,,,,,,,,
ece.ozturk333@gmail.com,EcOzt40$2025,Ece,Öztürk,+90 505 747 38 22,Turan Güneş Blv 154,Istanbul,34346,Turkey,2025-10-05T12:01:39,Sushi,Cat,Male,Siamese,True,12.0,10.0,3.9,Ideal,Moderately Active,Raw food,Always hungry,Very important
daan.meijer@icloud.com,DaMei17@2024,Daan,Meijer,+31 6 3793 9468,Nieuwezijds Voorburgwal 31,Amsterdam,1084 83,Netherlands,2025-10-05T13:03:42,Cooper,Cat,Male,British Shorthair,True,2.0,7.0,3.7,Underweight,Active,Wet food,Happy and energetic,Very important
silverotter760@msn.com,AlAyd42$2024,Ali,Aydın,+90 501 869 57 23,Cumhuriyet Cd 250,Istanbul,34107,Turkey,2025-10-05T13:50:25,,,,,,,,,,,,,
cansu.sahin@outlook.com,CaSah20$2024,Cansu,Şahin,+90 501 208 67 63,Nispetiye Cd 59,Konya,42649,Turkey,2025-10-05T15:04:58,,,,,,,,,,,,,
wolf7213@gmail.com,BeArs55!2024,Berk,Arslan,+90 539 172 74 29,Bağdat Cd 62,Adana,01113,Turkey,2025-10-05T16:23:09,Sushi,Cat,Female,Maine Coon,False,3.0,6.0,6.4,Overweight,Active,Dry food,Calm and balanced,Very important
milan.smit426@bluewave.es,MiSmi81#2024,Milan,Smit,+31 6 3170 5881,Vismarkt 200,Leiden,2374 84,Netherlands,2025-10-05T17:43:24,Cooper,Cat,Male,Sphynx,False,7.0,10.0,3.5,Overweight,Active,Dry food,Calm and balanced,Very important
ayse.erdogan@gmail.com,AyErd36@2025,Ayşe,Erdoğan,+90 536 553 99 75,Atatürk Blv 156,Istanbul,34539,Turkey,2025-10-05T17:46:05,,,,,,,,,,,,,
panda8631@outlook.com,MaBia57!2025,Matteo,Bianchi,+49 171 7493138,Via Roma 166,Munich,80331,Germany,2025-10-05T17:46:55,,,,,,,,,,,,,
maarten.visser506@galaxion.tr,MaVis65#2024,Maarten,Visser,+31 6 9646 2893,Nieuwezijds Voorburgwal 115,Rotterdam,3004 71,Netherlands,2025-10-05T18:10:19,,,,,,,,,,,,,
panda5680@outlook.com,EcOzt25!2024,Ece,Öztürk,+90 535 234 94 08,Nispetiye Cd 123,Istanbul,34731,Turkey,2025-10-05T18:28:32,Pumpkin,Cat,Female,British Shorthair,False,1.0,4.0,4.1,Muscular,Active,"Wet food, Raw food",Happy and energetic,Important
mert.demir@msn.com,MeDem79!2025,Mert,Demir,+90 536 401 60 23,Bağdat Cd 131,Gaziantep,27664,Turkey,2025-10-05T20:28:49,,,,,,,,,,,,,
mert.koc@yahoo.com,MeKoc41!2025,Mert,Koç,+90 501 788 53 98,Cumhuriyet Cd 207,Mersin,33288,Turkey,2025-10-05T20:36:57,Tiger,Cat,Female,British Shorthair,True,12.0,8.0,6.1,Underweight,Less Active,"Wet food, Raw food",Always hungry,Very important
fox9608@mail.com,SeCel57!2025,Seda,Çelik,+90 538 956 58 87,Halaskargazi Cd 201,Istanbul,34316,Turkey,2025-10-05T20:40:47,Sushi,Cat,Male,Siamese,True,9.0,3.0,3.9,Overweight,Very Active,"Dry food, Wet food",Easily distracted,Important
jari.koskinen359@gmail.com,JaKos18$2024,Jari,Koskinen,+358 040 2583644,Aleksanterinkatu 68,Helsinki,00906,Finland,2025-10-05T20:48:41,,,,,,,,,,,,,
tiger4678@gmail.com,SeYil15$2024,Seda,Yıldız,+90 532 727 66 17,Turan Güneş Blv 149,Istanbul,34644,Turkey,2025-10-05T20:54:12,,,,,,,,,,,,,
tom.jansen@yahoo.com,ToJan95!2025,Tom,Jansen,+31 6 3365 6918,Blaak 36,Amsterdam,1046 96,Netherlands,2025-10-05T22:31:10,Mocha,Cat,Male,Persian,True,14.0,2.0,3.3,Overweight,Active,Dry food,Always hungry,Important
yusuf.koc@gmail.com,YuKoc80@2024,Yusuf,Koç,+90 501 433 28 94,Atatürk Blv 97,Istanbul,34695,Turkey,2025-10-05T23:21:52,,,,,,,,,,,,,
seda.koc@gmail.com,SeKoc16!2025,Seda,Koç,+90 538 766 68 12,Turan Güneş Blv 192,Istanbul,34538,Turkey,2025-10-06T00:18:36,,,,,,,,,,,,,
wildcat644@gmail.com,SeKoc57@2024,Selin,Koç,+90 536 848 19 22,İnönü Cd 244,Istanbul,34416,Turkey,2025-10-06T01:57:36,,,,,,,,,,,,,
bear4540@gmail.com,MeDog58!2025,Mert,Doğan,+90 535 797 43 75,Nispetiye Cd 200,Konya,42999,Turkey,2025-10-06T02:29:10,,,,,,,,,,,,,
nina.bakker@gmail.com,NiBak17#2025,Nina,Bakker,+31 6 8482 6784,Lijnbaan 172,Den Bosch,5226 68,Netherlands,2025-10-06T03:06:00,,,,,,,,,,,,,
urbanwolf415@yahoo.com,CaYil93#2024,Can,Yıldız,+90 532 107 36 54,Cumhuriyet Cd 238,Istanbul,34383,Turkey,2025-10-06T03:21:59,,,,,,,,,,,,,
ece.kilic@icloud.com,EcKil10!2024,Ece,Kılıç,+90 536 327 52 39,Nispetiye Cd 75,Istanbul,34627,Turkey,2025-10-06T03:34:59,,,,,,,,,,,,,
blue.bear_6721@gmail.com,CePol71@2024,Cem,Polat,+90 537 109 73 43,Cumhuriyet Cd 135,Istanbul,34445,Turkey,2025-10-06T03:39:48,,,,,,,,,,,,,
yusuf.kaya773@gmail.com,YuKay94!2025,Yusuf,Kaya,+90 505 169 23 27,Cumhuriyet Cd 79,Istanbul,34357,Turkey,2025-10-06T03:40:11,,,,,,,,,,,,,
lion9674@gmail.com,VeVir47@2025,Veera,Virtanen,+358 040 3306203,Esplanadi 47,Helsinki,00264,Finland,2025-10-06T03:44:18,,,,,,,,,,,,,
cansu.kaya734@msn.com,CaKay33@2025,Cansu,Kaya,+90 532 477 85 30,İnönü Cd 14,Istanbul,34759,Turkey,2025-10-06T04:10:51,,,,,,,,,,,,,
smart.wolf_9834@mail.com,OnCel49!2024,Onur,Çelik,+90 536 203 90 86,Halaskargazi Cd 163,Istanbul,34067,Turkey,2025-10-06T05:55:11,,,,,,,,,,,,,
femke.vanvliet@gmail.com,Fevan77!2025,Femke,van Vliet,+31 6 3107 3895,Vismarkt 30,Amsterdam,1020 53,Netherlands,2025-10-06T05:55:53,Sunny,Dog,Female,French Bulldog,True,6.0,3.0,9.2,Muscular,Very Active,Dry food,Picky eater,Important
eero.hamalainen@outlook.com,EeHam44@2025,Eero,Hämäläinen,+358 050 1337129,Esplanadi 216,Oulu,90547,Finland,2025-10-06T06:43:03,,,,,,,,,,,,,
lisa.bakker347@gmail.com,LiBak56$2024,Lisa,Bakker,+31 6 4540 9663,Blaak 19,Amsterdam,1060 32,Netherlands,2025-10-06T06:48:17,,,,,,,,,,,,,
femke.jansen481@gmail.com,FeJan35!2025,Femke,Jansen,+31 6 4987 2703,Lijnbaan 209,Amsterdam,1021 12,Netherlands,2025-10-06T07:12:07,Sunny,Dog,Male,German Shepherd,True,6.0,6.0,38.4,Underweight,Active,Raw food,Easily distracted,Very important
ali.aydin@gmail.com,AlAyd97$2025,Ali,Aydın,+90 534 549 58 47,Bağdat Cd 187,Istanbul,34480,Turkey,2025-10-06T07:51:44,,,,,,,,,,,,,
zeynep.aksoy930@gmail.com,ZeAks64@2025,Zeynep,Aksoy,+90 536 696 56 88,Bağdat Cd 45,Istanbul,34641,Turkey,2025-10-06T07:55:09,Pumpkin,Cat,Female,British Shorthair,True,7.0,7.0,6.1,Overweight,Very Active,"Wet food, Raw food",Easily distracted,Very important
gizem.celik707@gmail.com,GiCel80#2024,Gizem,Çelik,+90 535 675 18 17,İnönü Cd 178,Istanbul,34075,Turkey,2025-10-06T08:10:31,,,,,,,,,,,,,
ayse.sahin35@outlook.com,AySah80#2024,Ayşe,Şahin,+90 534 891 84 02,Halaskargazi Cd 19,Ankara,06685,Turkey,2025-10-06T08:35:48,,,,,,,,,,,,,
mert.erdogan200@gmail.com,MeErd45$2025,Mert,Erdoğan,+90 534 125 71 63,Cumhuriyet Cd 233,Istanbul,34858,Turkey,2025-10-06T09:07:07,,,,,,,,,,,,,
elif.kaya@gmail.com,ElKay46$2024,Elif,Kaya,+90 532 215 40 26,İnönü Cd 108,Istanbul,34775,Turkey,2025-10-06T09:44:25,,,,,,,,,,,,,
falcon1522@gmail.com,LaNie98!2024,Laura,Nieminen,+358 040 3437651,Mannerheimintie 238,Helsinki,00613,Finland,2025-10-06T13:36:27,,,,,,,,,,,,,
miika.laine99@gmail.com,MiLai78@2025,Miika,Laine,+358 040 5824509,Mannerheimintie 86,Tampere,33288,Finland,2025-10-06T14:04:48,,,,,,,,,,,,,
emre.ozturk255@yahoo.com,EmOzt43$2024,Emre,Öztürk,+90 531 940 72 55,İstiklal Cd 105,Istanbul,34871,Turkey,2025-10-06T14:22:41,,,,,,,,,,,,,
selin.sahin@gmail.com,SeSah70@2024,Selin,Şahin,+90 539 609 70 45,İstiklal Cd 235,Istanbul,34350,Turkey,2025-10-06T16:40:53,,,,,,,,,,,,,
olli.jarvinen88@gmail.com,OlJar45$2024,Olli,Järvinen,+358 041 9193620,Itäkatu 115,Helsinki,00471,Finland,2025-10-06T17:01:41,,,,,,,,,,,,,
cem.arslan@outlook.com,CeArs89!2024,Cem,Arslan,+90 537 286 99 11,Halaskargazi Cd 147,Istanbul,34522,Turkey,2025-10-06T17:21:58,,,,,,,,,,,,,
hilal.arslan@icloud.com,HiArs67@2024,Hilal,Arslan,+90 539 462 46 50,Atatürk Blv 60,Istanbul,34080,Turkey,2025-10-06T17:47:41,,,,,,,,,,,,,
hakan.ozturk825@gmail.com,HaOzt16$2025,Hakan,Öztürk,+90 537 874 52 27,Bağdat Cd 108,Kayseri,38282,Turkey,2025-10-06T17:58:22,Bailey,Dog,Female,Cocker Spaniel,True,10.0,3.0,12.8,Ideal,Active,"Dry food, Wet food",Picky eater,Important
cansu.aydin@icloud.com,CaAyd41#2024,Cansu,Aydın,+90 531 835 00 84,Turan Güneş Blv 151,Istanbul,34278,Turkey,2025-10-06T18:10:01,,,,,,,,,,,,,
yusuf.ozturk315@gmail.com,YuOzt65!2024,Yusuf,Öztürk,+90 531 500 07 03,Halaskargazi Cd 170,Istanbul,34179,Turkey,2025-10-06T19:29:13,Daisy,Dog,Male,Beagle,True,12.0,5.0,9.7,Ideal,Very Active,Dry food,Easily distracted,Very important
ece.sahin@gmail.com,EcSah91#2025,Ece,Şahin,+90 531 739 04 36,Bağdat Cd 238,Istanbul,34876,Turkey,2025-10-06T20:09:45,,,,,,,,,,,,,
bluewhale16@gmail.com,VeHam62#2024,Veera,Hämäläinen,+358 044 5272223,Aleksanterinkatu 32,Helsinki,00013,Finland,2025-10-06T20:15:25,,,,,,,,,,,,,
fox1396@outlook.com,AmJaf13$2024,Amir,Jafari,+98 0991 2575154,Shariati St 123,Tehran,8249384529,Iran,2025-10-06T20:28:25,Simba,Dog,Male,Poodle,False,11.0,6.0,24.9,Underweight,Moderately Active,"Wet food, Raw food",Happy and energetic,Important
brightlynx932@yahoo.com,OlMak16$2025,Olli,Mäkinen,+358 044 8191332,Kalevankatu 224,Vantaa,01457,Finland,2025-10-06T20:41:35,,,,,,,,,,,,,
ece.yildiz79@eurogrid.fi,EcYil25!2025,Ece,Yıldız,+90 536 679 20 70,İnönü Cd 244,Istanbul,34183,Turkey,2025-10-06T21:11:13,,,,,,,,,,,,,
johan.kuiper@yandex.com,JoKui33@2024,Johan,Kuiper,+31 6 6551 4526,Damrak 213,The Hague,2518 61,Netherlands,2025-10-06T21:11:21,,,,,,,,,,,,,
tom.meijer@gmail.com,ToMei98$2025,Tom,Meijer,+31 6 1293 7115,Coolsingel 49,Rotterdam,3056 81,Netherlands,2025-10-06T21:16:23,,,,,,,,,,,,,
silentpanda835@gmail.com,Inde 63#2025,Inge,de Vries,+31 6 8073 9956,Lijnbaan 117,Rotterdam,3067 37,Netherlands,2025-10-06T21:24:02,Coco,Dog,Female,Poodle,False,10.0,11.0,10.0,Muscular,Very Active,"Dry food, Raw food",Happy and energetic,Important
ayse.sahin@gmail.com,AySah23!2024,Ayşe,Şahin,+90 501 261 22 22,Nispetiye Cd 87,Izmir,35144,Turkey,2025-10-06T21:40:24,,,,,,,,,,,,,
elif.ozturk@icloud.com,ElOzt44!2025,Elif,Öztürk,+90 530 287 19 86,İnönü Cd 101,Bursa,16069,Turkey,2025-10-06T21:44:15,,,,,,,,,,,,,
mahsa.ghasemi@outlook.com,MaGha72$2024,Mahsa,Ghasemi,+98 0936 3064012,Kargar St 232,Tehran,7293057721,Iran,2025-10-06T22:34:20,,,,,,,,,,,,,
zeynep.ozturk@gmail.com,ZeOzt90@2025,Zeynep,Öztürk,+90 539 938 60 28,Nispetiye Cd 138,Istanbul,34532,Turkey,2025-10-06T23:29:24,,,,,,,,,,,,,
zeynep.erdogan@gmail.com,ZeErd34#2024,Zeynep,Erdoğan,+90 535 544 82 10,Atatürk Blv 36,Istanbul,34964,Turkey,2025-10-06T23:54:35,,,,,,,,,,,,,
deniz.dogan@gmail.com,DeDog55$2025,Deniz,Doğan,+90 537 760 85 62,İstiklal Cd 149,Adana,01917,Turkey,2025-10-07T00:07:37,Buddy,Cat,Male,Maine Coon,False,15.0,1.0,7.1,Overweight,Less Active,"Dry food, Wet food",Happy and energetic,Important
olli.jarvinen@outlook.com,OlJar68$2024,Olli,Järvinen,+358 044 9622863,Itäkatu 215,Vantaa,01506,Finland,2025-10-07T01:02:15,Simba,Dog,Male,Border Collie,True,6.0,11.0,14.5,Ideal,Active,"Dry food, Raw food",Always hungry,Important
hilal.yildiz@icloud.com,HiYil32#2024,Hilal,Yıldız,+90 538 236 66 11,Bağdat Cd 41,Istanbul,34790,Turkey,2025-10-07T01:49:53,,,,,,,,,,,,,
hilal.yalcin@outlook.com,HiYal13!2024,Hilal,Yalçın,+90 505 774 39 97,Halaskargazi Cd 141,Istanbul,34594,Turkey,2025-10-07T01:59:34,,,,,,,,,,,,,
ilona.jarvinen524@gmail.com,IlJar80#2024,Ilona,Järvinen,+358 050 3578239,Itäkatu 236,Helsinki,00107,Finland,2025-10-07T02:01:57,Milo,Dog,Female,German Shepherd,True,5.0,6.0,27.5,Overweight,Less Active,Raw food,Content and satisfied,Very important
inge.mulder@safronix.tr,InMul68@2024,Inge,Mulder,+31 6 1162 3934,Damrak 122,Amsterdam,1096 43,Netherlands,2025-10-07T04:06:09,Chloe,Cat,Female,Siamese,False,14.0,0.0,4.3,Overweight,Very Active,Dry food,Easily distracted,Very important
anna.kowalski@outlook.com,AnKow79!2025,Anna,Kowalski,+34 651 398 832,Ringstraße 27,Madrid,28001,Spain,2025-10-07T04:07:34,,,,,,,,,,,,,
zeynep.koc@outlook.com,ZeKoc81$2025,Zeynep,Koç,+90 536 631 43 58,İstiklal Cd 25,Istanbul,34359,Turkey,2025-10-07T04:18:39,,,,,,,,,,,,,
brightkoala307@yahoo.com,VeMak46$2024,Veera,Mäkinen,+358 041 8126933,Mannerheimintie 230,Oulu,90896,Finland,2025-10-07T04:19:18,Marley,Dog,Male,Golden Retriever,False,11.0,2.0,27.7,Overweight,Less Active,"Dry food, Raw food",Happy and energetic,Important
bram.bos211@gmail.com,BrBos17!2024,Bram,Bos,+31 6 2520 4220,Damrak 133,Rotterdam,3084 88,Netherlands,2025-10-07T04:38:17,,,,,,,,,,,,,
cansu.yildiz916@yahoo.com,CaYil96$2024,Cansu,Yıldız,+90 536 662 89 83,Nispetiye Cd 191,Istanbul,34427,Turkey,2025-10-07T05:43:17,,,,,,,,,,,,,
lisa.meijer@yahoo.com,LiMei17#2025,Lisa,Meijer,+31 6 8881 0473,Lijnbaan 231,Amsterdam,1093 01,Netherlands,2025-10-07T05:57:32,Cooper,Dog,Male,Beagle,True,1.0,6.0,11.3,Overweight,Moderately Active,Dry food,Picky eater,Very important
asli.kaya25@gmail.com,AsKay99#2024,Aslı,Kaya,+90 536 782 10 88,Halaskargazi Cd 63,Istanbul,34883,Turkey,2025-10-07T06:08:28,,,,,,,,,,,,,
anne.mulder@datamint.com,AnMul37#2024,Anne,Mulder,+31 6 5473 5540,Blaak 209,Leiden,2345 02,Netherlands,2025-10-07T06:48:48,Marley,Dog,Male,Border Collie,True,1.0,0.0,14.5,Muscular,Moderately Active,Wet food,Content and satisfied,Important
panda9237@outlook.com,AnJan89#2025,Anne,Jansen,+31 6 8691 3052,Lijnbaan 13,Rotterdam,3084 35,Netherlands,2025-10-07T06:55:59,Mocha,Cat,Female,Siamese,False,2.0,6.0,4.0,Ideal,Very Active,"Wet food, Raw food",Easily distracted,Important
seda.aydin738@petlab.ai,SeAyd41$2024,Seda,Aydın,+90 538 398 05 08,İnönü Cd 92,Istanbul,34321,Turkey,2025-10-07T07:09:29,Sushi,Cat,Male,Maine Coon,True,11.0,9.0,5.1,Muscular,Very Active,"Wet food, Raw food",Calm and balanced,Very important
inge.kuiper@yahoo.com,InKui32#2024,Inge,Kuiper,+31 6 4873 4669,Nieuwezijds Voorburgwal 73,Rotterdam,3070 43,Netherlands,2025-10-07T07:18:05,Bella,Cat,Female,Maine Coon,False,7.0,7.0,6.2,Underweight,Very Active,"Wet food, Raw food",Calm and balanced,Very important
emre.yildiz@gmail.com,EmYil96!2024,Emre,Yıldız,+90 533 458 35 86,Halaskargazi Cd 236,Izmir,35320,Turkey,2025-10-07T07:49:25,Lucy,Cat,Female,Siamese,True,15.0,7.0,5.0,Underweight,Moderately Active,Dry food,Content and satisfied,Important
eva.bakker@gmail.com,EvBak87#2024,Eva,Bakker,+31 6 4573 0735,Vismarkt 163,Amsterdam,1071 13,Netherlands,2025-10-07T08:10:12,Pepper,Dog,Male,Labrador Retriever,True,4.0,7.0,31.8,Muscular,Moderately Active,"Dry food, Raw food",Easily distracted,Very important
mert.ozturk06@outlook.com,MeOzt33@2025,Mert,Öztürk,+90 533 817 02 01,İstiklal Cd 221,Istanbul,34090,Turkey,2025-10-07T08:19:56,Bella,Dog,Female,Rottweiler,True,1.0,5.0,43.3,Ideal,Moderately Active,Wet food,Easily distracted,Important
elina.makinen@yahoo.com,ElMak61@2024,Elina,Mäkinen,+358 044 4817390,Aleksanterinkatu 110,Helsinki,00053,Finland,2025-10-07T08:45:01,Oreo,Dog,Male,French Bulldog,True,7.0,8.0,11.2,Overweight,Very Active,Raw food,Always hungry,Very important
bear4015@outlook.com,AyYil83#2025,Ayşe,Yıldız,+90 530 916 85 55,Nispetiye Cd 48,Istanbul,34338,Turkey,2025-10-07T09:59:07,,,,,,,,,,,,,
ece.dogan531@gmail.com,EcDog33!2025,Ece,Doğan,+90 501 492 20 59,İstiklal Cd 48,Istanbul,34429,Turkey,2025-10-07T10:54:03,Cooper,Cat,Male,British Shorthair,False,13.0,0.0,5.9,Muscular,Active,"Dry food, Wet food",Calm and balanced,Very important
eero.hamalainen895@msn.com,EeHam12#2024,Eero,Hämäläinen,+358 040 3904583,Esplanadi 40,Helsinki,00805,Finland,2025-10-07T11:17:13,,,,,,,,,,,,,
sparrow8246@outlook.com,EcOzt16!2025,Ece,Öztürk,+90 531 438 15 73,Halaskargazi Cd 202,Istanbul,34426,Turkey,2025-10-07T11:49:49,,,,,,,,,,,,,
cansu.koc273@gmail.com,CaKoc75$2025,Cansu,Koç,+90 537 198 78 01,Nispetiye Cd 186,Istanbul,34960,Turkey,2025-10-07T12:15:01,,,,,,,,,,,,,
dog1748@mail.com,Tode 38#2025,Tom,de Vries,+31 6 7024 1855,Lijnbaan 128,Amsterdam,1023 05,Netherlands,2025-10-07T12:48:22,,,,,,,,,,,,,
jan.bakker844@proton.me,JaBak56$2025,Jan,Bakker,+31 6 3576 0607,Lijnbaan 199,Amsterdam,1013 99,Netherlands,2025-10-07T13:29:40,,,,,,,,,,,,,
sanna.jarvinen05@gmail.com,SaJar90@2024,Sanna,Järvinen,+358 044 7338925,Kalevankatu 85,Helsinki,00076,Finland,2025-10-07T14:13:12,Chloe,Cat,Male,Ragdoll,False,8.0,1.0,4.1,Overweight,Moderately Active,Wet food,Easily distracted,Important
