email,password,first_name,last_name,phone,address,city,zip_code,country,date_joined,pet_name,pet_type,pet_gender,pet_breed,pet_neutered,pet_age_years,pet_age_months,pet_weight,pet_body_type,pet_activity_level,pet_food_types,pet_food_feeling,pet_food_importance
sparrow4491@gmail.com,YuPol53$2025,Yusuf,Polat,+90 501 129 96 45,Nispetiye Cd 19,Gaziantep,27074,Turkey,2025-10-17T00:38:58,,,,,,,,,,,,,
cat7815@gmail.com,HaMoh21$2024,Hamed,Mohammadi,+98 0913 2815209,Niavaran St 100,Tehran,1886279431,Iran,2025-10-17T01:12:03,,,,,,,,,,,,,
mika.makinen@gmail.com,MiMak35@2024,Mika,Mäkinen,+358 044 8948724,Itäkatu 46,Helsinki,00995,Finland,2025-10-17T01:29:59,,,,,,,,,,,,,
bright.lion_9900@outlook.com,Tode 69#2024,Tom,de Vries,+31 6 5276 1753,Blaak 150,Rotterdam,3074 34,Netherlands,2025-10-17T01:45:46,,,,,,,,,,,,,
eero.hamalainen323@gmail.com,EeHam42@2025,Eero,Hämäläinen,+358 044 3052758,Hämeenkatu 161,Helsinki,00369,Finland,2025-10-17T02:37:04,Lucy,Cat,Male,British Shorthair,False,4.0,11.0,6.0,Underweight,Active,"Dry food, Raw food",Content and satisfied,Important
lucky.bear_1178@gmail.com,AnRos69#2025,Anna,Rossi,+32 475 780 948,Unter den Linden 146,Brussels,1000,Belgium,2025-10-17T03:42:54,,,,,,,,,,,,,
sunnyeagle403@gmail.com,AsKay72#2025,Aslı,Kaya,+90 501 229 82 35,Halaskargazi Cd 80,Mersin,33475,Turkey,2025-10-17T04:58:30,,,,,,,,,,,,,
rob.mulder@icloud.com,RoMul48!2024,Rob,Mulder,+31 6 4042 3064,Vismarkt 196,Rotterdam,3079 43,Netherlands,2025-10-17T05:38:03,,,,,,,,,,,,,
daan.vanloon695@gmail.com,Davan48@2025,Daan,van Loon,+31 6 5787 9763,Blaak 177,Amsterdam,1064 20,Netherlands,2025-10-17T06:57:51,,,,,,,,,,,,,
lisa.vanvliet@outlook.com,Livan72$2024,Lisa,van Vliet,+31 6 2974 1974,Spui 217,Amsterdam,1089 56,Netherlands,2025-10-17T07:05:04,,,,,,,,,,,,,
smart.panda_2551@datamint.tr,LoMul95#2024,Lotte,Mulder,+31 6 2239 7072,Vismarkt 144,Leiden,2351 18,Netherlands,2025-10-17T08:06:55,,,,,,,,,,,,,
pieter.smit@outlook.com,PiSmi43$2024,Pieter,Smit,+31 6 5422 1463,Spui 167,Rotterdam,3067 80,Netherlands,2025-10-17T09:01:30,,,,,,,,,,,,,
lucky.lion_6351@gmail.com,LeNow29@2024,Lea,Nowak,+49 172 4428922,Ringstraße 91,Munich,80331,Germany,2025-10-17T09:38:58,,,,,,,,,,,,,
sunny.koala_3794@saha.com,LeKow94@2025,Lena,Kowalski,+33 6 88 95 12 72,La Rambla 107,Lyon,69001,France,2025-10-17T09:41:06,,,,,,,,,,,,,
gizem.koc865@gmail.com,GiKoc36@2024,Gizem,Koç,+90 501 764 45 73,Halaskargazi Cd 71,Mersin,33241,Turkey,2025-10-17T10:16:34,,,,,,,,,,,,,
miika.koskinen@gmail.com,MiKos56$2025,Miika,Koskinen,+358 041 9476620,Aleksanterinkatu 157,Helsinki,00847,Finland,2025-10-17T10:49:08,,,,,,,,,,,,,
deniz.yilmaz577@yahoo.com,DeYil25$2024,Deniz,Yılmaz,+90 531 776 31 66,Nispetiye Cd 3,Istanbul,34990,Turkey,2025-10-17T11:11:31,Daisy,Cat,Male,Ragdoll,False,5.0,10.0,5.5,Overweight,Active,"Dry food, Raw food",Calm and balanced,Important
inge.visser@gmail.com,InVis17!2025,Inge,Visser,+31 6 4299 7648,Lijnbaan 113,Eindhoven,5670 02,Netherlands,2025-10-17T11:19:06,Bella,Cat,Female,Maine Coon,True,16.0,8.0,6.1,Underweight,Active,Wet food,Calm and balanced,Important
smartlynx250@yahoo.com,HuSil18!2024,Hugo,Silva,+49 176 1617164,Champs-Élysées 163,Berlin,10115,Germany,2025-10-17T12:42:38,,,,,,,,,,,,,
reza.hosseinzadeh596@outlook.com,ReHos20#2025,Reza,Hosseinzadeh,+98 0919 9216197,Africa Blvd 11,Tabriz,3621714972,Iran,2025-10-17T13:13:49,Cooper,Cat,Female,Siamese,True,15.0,7.0,4.4,Muscular,Less Active,"Wet food, Raw food",Easily distracted,Important
wilddog118@icloud.com,AyErd24#2024,Ayşe,Erdoğan,+90 530 170 92 81,Turan Güneş Blv 249,Istanbul,34835,Turkey,2025-10-17T14:09:54,Loki,Dog,Male,Labrador Retriever,True,7.0,2.0,27.5,Overweight,Moderately Active,Raw food,Picky eater,Very important
asli.arslan937@gmail.com,AsArs55!2025,Aslı,Arslan,+90 538 145 00 04,Halaskargazi Cd 134,Istanbul,34713,Turkey,2025-10-17T14:41:23,Nala,Cat,Male,Maine Coon,False,12.0,4.0,4.8,Ideal,Very Active,"Dry food, Wet food",Always hungry,Very important
yusuf.ozturk396@gmail.com,YuOzt49$2024,Yusuf,Öztürk,+90 537 229 43 46,İstiklal Cd 14,Istanbul,34709,Turkey,2025-10-17T16:44:06,,,,,,,,,,,,,
marie.weber@icloud.com,MaWeb80!2024,Marie,Weber,+33 6 18 47 11 78,La Rambla 97,Lyon,69001,France,2025-10-17T16:44:58,,,,,,,,,,,,,
kalle.heikkinen@proton.me,KaHei57@2025,Kalle,Heikkinen,+358 041 5895682,Hämeenkatu 184,Helsinki,00503,Finland,2025-10-17T16:59:28,,,,,,,,,,,,,
bram.mulder@eurogrid.io,BrMul16@2025,Bram,Mulder,+31 6 8481 2548,Kalverstraat 235,Rotterdam,3091 76,Netherlands,2025-10-17T17:24:30,,,,,,,,,,,,,
cem.polat635@outlook.com,CePol93#2025,Cem,Polat,+90 535 246 38 25,Cumhuriyet Cd 8,Ankara,06714,Turkey,2025-10-17T17:35:36,,,,,,,,,,,,,
onur.celik@gmail.com,OnCel84#2024,Onur,Çelik,+90 535 701 37 37,Nispetiye Cd 107,Izmir,35621,Turkey,2025-10-17T17:38:16,Rocky,Cat,Male,Maine Coon,True,4.0,9.0,5.5,Overweight,Less Active,Wet food,Happy and energetic,Very important
bright.eagle_8349@yahoo.com,IlNie68@2024,Ilona,Nieminen,+358 050 2004026,Mannerheimintie 83,Helsinki,00226,Finland,2025-10-17T18:02:48,,,,,,,,,,,,,
sunny.eagle_6456@gmail.com,LuWeb73@2024,Luca,Weber,+49 176 7556096,Rue de Rivoli 237,Berlin,10115,Germany,2025-10-17T19:09:00,Coco,Cat,Female,Ragdoll,True,4.0,4.0,7.0,Ideal,Active,"Dry food, Wet food",Always hungry,Very important
rob.kuiper501@gmail.com,RoKui73$2024,Rob,Kuiper,+31 6 6485 3413,Lijnbaan 93,Rotterdam,3032 04,Netherlands,2025-10-17T19:37:42,,,,,,,,,,,,,
inge.vanvliet59@gmail.com,Invan27$2025,Inge,van Vliet,+31 6 5883 1788,Nieuwezijds Voorburgwal 191,Rotterdam,3039 38,Netherlands,2025-10-17T19:38:53,Lucy,Cat,Female,Ragdoll,True,4.0,1.0,6.6,Underweight,Very Active,Dry food,Easily distracted,Very important
mert.ozturk837@zoho.com,MeOzt49$2025,Mert,Öztürk,+90 530 316 84 22,İnönü Cd 163,Mersin,33544,Turkey,2025-10-17T20:52:39,,,,,,,,,,,,,
lea.weber627@gmail.com,LeWeb77#2025,Lea,Weber,+32 491 361 625,Rue de Rivoli 146,Brussels,1000,Belgium,2025-10-17T23:23:11,,,,,,,,,,,,,
onur.arslan@nordiq.com,OnArs71@2024,Onur,Arslan,+90 539 427 94 36,Halaskargazi Cd 6,Istanbul,34168,Turkey,2025-10-17T23:23:18,,,,,,,,,,,,,
tiger6202@gmail.com,CaDem51!2025,Cansu,Demir,+90 530 196 43 22,İnönü Cd 132,Istanbul,34372,Turkey,2025-10-17T23:27:13,Poppy,Dog,Female,Golden Retriever,True,3.0,2.0,28.2,Muscular,Less Active,Wet food,Easily distracted,Important
pieter.vandijk809@gmail.com,Pivan84#2025,Pieter,van Dijk,+31 6 1655 6669,Lijnbaan 90,Rotterdam,3071 82,Netherlands,2025-10-18T01:38:39,,,,,,,,,,,,,
emmi.laine859@icloud.com,EmLai24$2025,Emmi,Laine,+358 050 7314407,Hämeenkatu 154,Helsinki,00644,Finland,2025-10-18T02:22:20,,,,,,,,,,,,,
giulia.bianchi154@gmail.com,GiBia12#2025,Giulia,Bianchi,+34 669 613 117,Rue de Rivoli 35,Barcelona,08001,Spain,2025-10-18T03:26:47,,,,,,,,,,,,,
cansu.arslan@gmail.com,CaArs49#2025,Cansu,Arslan,+90 536 539 00 86,İnönü Cd 230,Istanbul,34047,Turkey,2025-10-18T04:33:45,Poppy,Cat,Female,Sphynx,True,15.0,7.0,3.9,Underweight,Active,Dry food,Always hungry,Very important
golden.sparrow_6038@gmail.com,MeKoc79!2024,Mert,Koç,+90 531 126 82 27,Cumhuriyet Cd 89,Istanbul,34154,Turkey,2025-10-18T05:07:07,,,,,,,,,,,,,
ali.kilic822@icloud.com,AlKil36!2024,Ali,Kılıç,+90 539 325 01 95,İnönü Cd 154,Gaziantep,27207,Turkey,2025-10-18T05:42:30,Poppy,Cat,Female,Ragdoll,True,7.0,5.0,7.2,Overweight,Less Active,Raw food,Picky eater,Important
fox8704@gmail.com,Nivan60!2024,Nina,van Loon,+31 6 7800 0427,Lijnbaan 138,Amsterdam,1031 65,Netherlands,2025-10-18T06:14:38,,,,,,,,,,,,,
zeynep.erdogan149@bluewave.io,ZeErd58#2024,Zeynep,Erdoğan,+90 530 252 28 34,Halaskargazi Cd 25,Bursa,16252,Turkey,2025-10-18T06:33:43,,,,,,,,,,,,,
burak.sahin@yahoo.com,BuSah20@2024,Burak,Şahin,+90 531 432 97 17,Bağdat Cd 27,Izmir,35668,Turkey,2025-10-18T06:42:19,,,,,,,,,,,,,
clara.santos191@gmail.com,ClSan80#2025,Clara,Santos,+33 6 97 82 74 15,Rue de Rivoli 52,Lyon,69001,France,2025-10-18T07:05:34,Shadow,Cat,Female,Maine Coon,False,8.0,7.0,6.7,Underweight,Moderately Active,"Wet food, Raw food",Happy and energetic,Important
emmi.jarvinen@datamint.fi,EmJar32#2024,Emmi,Järvinen,+358 041 6583726,Mannerheimintie 64,Oulu,90769,Finland,2025-10-18T09:17:52,,,,,,,,,,,,,
cosmic.fox_3844@gmail.com,KaKor41@2025,Kalle,Korhonen,+358 040 2858764,Esplanadi 135,Helsinki,00044,Finland,2025-10-18T09:51:35,Coco,Dog,Male,Shiba Inu,False,12.0,1.0,8.6,Overweight,Active,"Dry food, Wet food",Always hungry,Very important
eva.kuiper488@gmail.com,EvKui83#2025,Eva,Kuiper,+31 6 8344 8457,Spui 201,Amsterdam,1084 12,Netherlands,2025-10-18T11:03:02,,,,,,,,,,,,,
johan.jansen@gmail.com,JoJan88@2025,Johan,Jansen,+31 6 4258 3986,Coolsingel 249,Amsterdam,1017 41,Netherlands,2025-10-18T11:40:31,,,,,,,,,,,,,
milan.vandijk367@gmail.com,Mivan81#2024,Milan,van Dijk,+31 6 1557 3717,Damrak 92,Leiden,2302 28,Netherlands,2025-10-18T11:49:38,Leo,Dog,Female,Beagle,True,10.0,5.0,10.1,Overweight,Moderately Active,Dry food,Calm and balanced,Important
rapidwolf73@proton.me,ElVir26#2024,Elina,Virtanen,+358 041 5234681,Esplanadi 206,Vantaa,01518,Finland,2025-10-18T12:32:19,Simba,Cat,Female,Ragdoll,True,16.0,7.0,5.8,Underweight,Less Active,Dry food,Happy and energetic,Very important
bluefox368@gmail.com,MaSan40$2024,Matteo,Santos,+49 160 6588887,Gran Via 107,Hamburg,20095,Germany,2025-10-18T14:12:39,,,,,,,,,,,,,
isabel.santos@yahoo.com,IsSan77#2025,Isabel,Santos,+49 157 5253791,Champs-Élysées 56,Cologne,50667,Germany,2025-10-18T14:14:17,,,,,,,,,,,,,
golden.falcon_3512@gmail.com,Sovan32#2024,Sophie,van Dijk,+31 6 5175 4573,Damrak 137,Groningen,9742 06,Netherlands,2025-10-18T14:26:19,,,,,,,,,,,,,
selin.demir354@gmail.com,SeDem40!2024,Selin,Demir,+90 532 611 24 27,İnönü Cd 228,Istanbul,34287,Turkey,2025-10-18T14:40:07,,,,,,,,,,,,,
brightcat968@gmail.com,AiKor35$2024,Aino,Korhonen,+358 050 8408747,Itäkatu 212,Turku,20356,Finland,2025-10-18T17:34:38,,,,,,,,,,,,,
ayse.ozturk114@petlab.tr,AyOzt99$2024,Ayşe,Öztürk,+90 530 545 83 34,Cumhuriyet Cd 37,Istanbul,34601,Turkey,2025-10-18T17:54:54,Chloe,Dog,Female,French Bulldog,True,2.0,8.0,13.7,Muscular,Very Active,Wet food,Happy and energetic,Very important
rob.meijer303@icloud.com,RoMei29@2024,Rob,Meijer,+31 6 7256 0645,Vismarkt 108,Amsterdam,1030 79,Netherlands,2025-10-18T18:30:27,,,,,,,,,,,,,
sanna.nieminen475@gmail.com,SaNie90#2024,Sanna,Nieminen,+358 040 6160169,Kalevankatu 94,Helsinki,00008,Finland,2025-10-18T18:40:20,,,,,,,,,,,,,
lotte.bakker574@outlook.com,LoBak55!2024,Lotte,Bakker,+31 6 7179 4952,Nieuwezijds Voorburgwal 143,Rotterdam,3026 03,Netherlands,2025-10-18T19:09:15,,,,,,,,,,,,,
eva.vandijk@gmail.com,Evvan87#2024,Eva,van Dijk,+31 6 5087 4582,Nieuwezijds Voorburgwal 206,Rotterdam,3025 18,Netherlands,2025-10-18T19:41:45,Simba,Dog,Male,Border Collie,False,9.0,5.0,16.4,Ideal,Less Active,Raw food,Happy and energetic,Important
gizem.kilic74@outlook.com,GiKil41$2025,Gizem,Kılıç,+90 534 730 61 98,İnönü Cd 175,Istanbul,34361,Turkey,2025-10-18T19:43:32,,,,,,,,,,,,,
miika.makinen100@gmail.com,MiMak86$2025,Miika,Mäkinen,+358 041 6404924,Itäkatu 23,Espoo,02006,Finland,2025-10-18T20:27:09,,,,,,,,,,,,,
sunny.lion_7520@auroradata.fr,GiSch86$2024,Giulia,Schneider,+49 176 4655640,Ringstraße 192,Munich,80331,Germany,2025-10-18T21:38:48,,,,,,,,,,,,,
bright.lynx_9411@msn.com,ToJan40@2024,Tom,Jansen,+31 6 4018 6362,Spui 147,Amsterdam,1083 18,Netherlands,2025-10-18T22:19:07,Pepper,Cat,Male,Sphynx,False,12.0,4.0,4.2,Underweight,Moderately Active,"Dry food, Wet food",Happy and energetic,Very important
mehmet.aksoy@gmail.com,MeAks64#2025,Mehmet,Aksoy,+90 536 690 87 85,Cumhuriyet Cd 172,Istanbul,34750,Turkey,2025-10-18T22:20:28,,,,,,,,,,,,,
bram.mulder772@gmail.com,BrMul91#2025,Bram,Mulder,+31 6 8373 3461,Blaak 233,Rotterdam,3003 54,Netherlands,2025-10-18T22:38:30,,,,,,,,,,,,,
lena.schmidt438@gmail.com,LeSch33!2025,Lena,Schmidt,+39 324 164 930,Rue de Rivoli 98,Rome,00118,Italy,2025-10-18T22:53:19,,,,,,,,,,,,,
asli.arslan@outlook.com,AsArs95#2025,Aslı,Arslan,+90 538 161 81 94,Bağdat Cd 144,Bursa,16655,Turkey,2025-10-18T23:53:30,Loki,Dog,Female,Rottweiler,True,11.0,6.0,44.5,Ideal,Moderately Active,Dry food,Calm and balanced,Very important
seda.erdogan@gmail.com,SeErd89$2025,Seda,Erdoğan,+90 505 541 18 13,Cumhuriyet Cd 109,Mersin,33632,Turkey,2025-10-19T00:35:01,,,,,,,,,,,,,
anne.smit441@gmail.com,AnSmi77$2024,Anne,Smit,+31 6 7791 8650,Nieuwezijds Voorburgwal 234,Rotterdam,3094 96,Netherlands,2025-10-19T01:38:44,Chloe,Cat,Female,Maine Coon,True,12.0,9.0,5.5,Overweight,Less Active,Wet food,Happy and energetic,Important
smartbear60@gmail.com,MoEbr94!2025,Mohammad,Ebrahimi,+98 0901 2918161,Niavaran St 135,Tehran,0526279246,Iran,2025-10-19T04:53:22,,,,,,,,,,,,,
cem.aksoy618@icloud.com,CeAks97#2024,Cem,Aksoy,+90 532 195 19 24,Atatürk Blv 15,Istanbul,34059,Turkey,2025-10-19T05:19:49,,,,,,,,,,,,,
daan.jansen@gmail.com,DaJan91$2024,Daan,Jansen,+31 6 6257 0239,Nieuwezijds Voorburgwal 207,The Hague,2516 02,Netherlands,2025-10-19T06:30:10,,,,,,,,,,,,,
sanna.makinen644@gmail.com,SaMak36#2024,Sanna,Mäkinen,+358 040 1882827,Esplanadi 39,Tampere,33625,Finland,2025-10-19T06:36:36,,,,,,,,,,,,,
whale6504@outlook.com,NiMul99#2024,Nina,Mulder,+31 6 5463 0962,Lijnbaan 13,Amsterdam,1046 37,Netherlands,2025-10-19T06:42:09,,,,,,,,,,,,,
bram.vandijk@gmail.com,Brvan92#2024,Bram,van Dijk,+31 6 2209 8579,Spui 10,Amsterdam,1055 95,Netherlands,2025-10-19T08:53:23,,,,,,,,,,,,,
wilddog135@gmail.com,Sovan53@2025,Sophie,van Loon,+31 6 2347 5605,Lijnbaan 203,Amsterdam,1051 73,Netherlands,2025-10-19T10:23:47,,,,,,,,,,,,,
nina.kuiper@mail.com,NiKui92$2024,Nina,Kuiper,+31 6 7702 4060,Damrak 125,Rotterdam,3003 56,Netherlands,2025-10-19T10:36:30,Loki,Dog,Female,Shiba Inu,True,2.0,2.0,9.7,Muscular,Less Active,"Dry food, Wet food",Picky eater,Important
dog2131@yahoo.com,Jovan76@2024,Johan,van Dijk,+31 6 8019 9542,Nieuwezijds Voorburgwal 142,Rotterdam,3002 85,Netherlands,2025-10-19T10:59:42,Cooper,Cat,Male,Sphynx,False,6.0,2.0,3.9,Muscular,Moderately Active,Raw food,Content and satisfied,Very important
deniz.sahin650@gmail.com,DeSah34#2025,Deniz,Şahin,+90 530 918 12 18,Turan Güneş Blv 134,Istanbul,34358,Turkey,2025-10-19T11:11:42,,,,,,,,,,,,,
hamed.mohammadi@gmail.com,HaMoh94#2024,Hamed,Mohammadi,+98 0913 5788876,Valiasr St 90,Tehran,2270018745,Iran,2025-10-19T11:22:15,Poppy,Cat,Male,Maine Coon,True,1.0,2.0,7.1,Muscular,Very Active,"Dry food, Wet food",Content and satisfied,Important
ilona.makinen186@gmail.com,IlMak86#2024,Ilona,Mäkinen,+358 044 1825533,Mannerheimintie 111,Helsinki,00442,Finland,2025-10-19T12:10:20,,,,,,,,,,,,,
rapid.lion_4177@gmail.com,NiKaz82$2025,Nima,Kazemi,+98 0901 8470321,Enghelab St 89,Tehran,5927025290,Iran,2025-10-19T12:53:22,,,,,,,,,,,,,
yusuf.sahin@outlook.com,YuSah35@2025,Yusuf,Şahin,+90 535 138 74 49,Cumhuriyet Cd 32,Istanbul,34669,Turkey,2025-10-19T13:05:58,,,,,,,,,,,,,
urbanotter438@gmail.com,AnKow88@2024,Anna,Kowalski,+34 615 477 131,Via Roma 60,Madrid,28001,Spain,2025-10-19T13:08:35,,,,,,,,,,,,,
emre.yalcin188@yahoo.com,EmYal99#2024,Emre,Yalçın,+90 539 212 20 90,İnönü Cd 48,Ankara,06190,Turkey,2025-10-19T13:21:34,,,,,,,,,,,,,
seda.yalcin760@gmail.com,SeYal79!2024,Seda,Yalçın,+90 539 402 11 57,Nispetiye Cd 211,Istanbul,34522,Turkey,2025-10-19T13:53:43,,,,,,,,,,,,,
burak.demir@gmail.com,BuDem52!2025,Burak,Demir,+90 532 941 92 34,Halaskargazi Cd 108,Istanbul,34020,Turkey,2025-10-19T15:48:43,,,,,,,,,,,,,
ece.koc498@saha.com,EcKoc28#2025,Ece,Koç,+90 501 123 19 71,Nispetiye Cd 204,Istanbul,34002,Turkey,2025-10-19T16:00:51,,,,,,,,,,,,,
hakan.yilmaz@gmail.com,HaYil14!2025,Hakan,Yılmaz,+90 530 631 82 74,Cumhuriyet Cd 57,Antalya,07344,Turkey,2025-10-19T16:05:51,,,,,,,,,,,,,
nina.vandijk286@mervis.net,Nivan29$2025,Nina,van Dijk,+31 6 2389 7816,Damrak 122,Rotterdam,3037 63,Netherlands,2025-10-19T16:36:04,Bailey,Dog,Male,Rottweiler,False,12.0,3.0,57.3,Ideal,Less Active,"Dry food, Raw food",Always hungry,Very important
hamed.jafari440@icloud.com,HaJaf50!2025,Hamed,Jafari,+98 0936 7522354,Shariati St 197,Tehran,0313525434,Iran,2025-10-19T16:57:01,,,,,,,,,,,,,
otter7501@mail.com,ElArs80@2024,Elif,Arslan,+90 531 599 35 67,Cumhuriyet Cd 136,Antalya,07398,Turkey,2025-10-19T17:25:45,Chloe,Dog,Female,Labrador Retriever,True,9.0,5.0,31.1,Ideal,Very Active,Raw food,Calm and balanced,Important
swiftpanda304@gmail.com,SePol96@2025,Selin,Polat,+90 535 739 50 80,İnönü Cd 95,Istanbul,34002,Turkey,2025-10-19T17:36:13,,,,,,,,,,,,,
elif.sahin947@gmail.com,ElSah26!2025,Elif,Şahin,+90 532 905 48 43,Cumhuriyet Cd 236,Istanbul,34021,Turkey,2025-10-19T17:55:42,Sushi,Dog,Female,Golden Retriever,True,11.0,4.0,29.0,Overweight,Active,Dry food,Picky eater,Important
pouya.ebrahimi@gmail.com,PoEbr31$2024,Pouya,Ebrahimi,+98 0912 7752729,Pasdaran St 193,Tehran,1642389973,Iran,2025-10-19T19:24:45,,,,,,,,,,,,,
gizem.demir@gmail.com,GiDem96!2025,Gizem,Demir,+90 531 431 85 17,Cumhuriyet Cd 99,Istanbul,34953,Turkey,2025-10-19T20:51:17,,,,,,,,,,,,,
otter2986@gmail.com,NiMei44!2025,Nina,Meijer,+31 6 9271 3089,Nieuwezijds Voorburgwal 152,Rotterdam,3053 00,Netherlands,2025-10-19T22:01:12,Lucy,Dog,Male,Labrador Retriever,False,9.0,4.0,34.9,Ideal,Active,Raw food,Calm and balanced,Important
ali.dogan@gmail.com,AlDog50@2024,Ali,Doğan,+90 505 300 82 46,İstiklal Cd 26,Istanbul,34681,Turkey,2025-10-20T00:41:26,,,,,,,,,,,,,
anne.jansen@gmail.com,AnJan62#2024,Anne,Jansen,+31 6 9290 8811,Nieuwezijds Voorburgwal 22,Amsterdam,1045 17,Netherlands,2025-10-20T00:56:44,,,,,,,,,,,,,
veera.nieminen@gmail.com,VeNie11@2024,Veera,Nieminen,+358 050 8253248,Mannerheimintie 109,Helsinki,00018,Finland,2025-10-20T01:07:15,Mocha,Dog,Female,Labrador Retriever,False,4.0,4.0,31.4,Underweight,Very Active,"Dry food, Wet food",Picky eater,Important
bluebear637@yahoo.com,BuKil31$2025,Burak,Kılıç,+90 539 327 40 85,Turan Güneş Blv 2,Ankara,06978,Turkey,2025-10-20T01:20:47,,,,,,,,,,,,,
eagle2889@gmail.com,YuOzt68!2025,Yusuf,Öztürk,+90 531 444 99 76,Nispetiye Cd 63,Istanbul,34516,Turkey,2025-10-20T02:47:36,,,,,,,,,,,,,
eero.koskinen@gmail.com,EeKos93$2024,Eero,Koskinen,+358 044 1853902,Itäkatu 42,Helsinki,00428,Finland,2025-10-20T03:22:05,,,,,,,,,,,,,
deniz.arslan@gmail.com,DeArs48!2024,Deniz,Arslan,+90 538 382 06 23,İstiklal Cd 131,Gaziantep,27053,Turkey,2025-10-20T03:51:16,,,,,,,,,,,,,
berk.dogan85@gmail.com,BeDog25$2024,Berk,Doğan,+90 532 428 12 15,Cumhuriyet Cd 102,Antalya,07140,Turkey,2025-10-20T04:10:24,,,,,,,,,,,,,
femke.vanloon@nordiq.nl,Fevan51!2025,Femke,van Loon,+31 6 9482 9711,Vismarkt 83,Rotterdam,3026 97,Netherlands,2025-10-20T04:53:04,,,,,,,,,,,,,
daan.vanloon@gmail.com,Davan75$2024,Daan,van Loon,+31 6 2724 5441,Blaak 11,Amsterdam,1010 01,Netherlands,2025-10-20T05:04:41,,,,,,,,,,,,,
jan.vanvliet800@gmail.com,Javan70$2025,Jan,van Vliet,+31 6 7207 5356,Damrak 15,Rotterdam,3073 55,Netherlands,2025-10-20T08:12:35,,,,,,,,,,,,,
laura.hamalainen@gmail.com,LaHam71@2025,Laura,Hämäläinen,+358 050 5000182,Kalevankatu 155,Helsinki,00579,Finland,2025-10-20T12:51:34,Poppy,Cat,Male,Ragdoll,True,15.0,8.0,6.1,Overweight,Moderately Active,"Dry food, Raw food",Happy and energetic,Very important
cosmicpanda389@yandex.com,MeKay43@2024,Mehmet,Kaya,+90 532 217 54 68,Nispetiye Cd 123,Adana,01708,Turkey,2025-10-20T13:51:49,Milo,Dog,Male,Labrador Retriever,True,11.0,1.0,32.0,Muscular,Moderately Active,"Dry food, Raw food",Picky eater,Important
bram.vandermeer743@gmail.com,Brvan37!2024,Bram,van der Meer,+31 6 3328 1339,Nieuwezijds Voorburgwal 120,Amsterdam,1066 23,Netherlands,2025-10-20T14:30:49,Hazel,Dog,Female,Cocker Spaniel,False,3.0,6.0,12.4,Muscular,Very Active,"Dry food, Raw food",Calm and balanced,Important
urban.cat_2626@gmail.com,LiMei78$2025,Lisa,Meijer,+31 6 4038 1368,Spui 64,Rotterdam,3073 41,Netherlands,2025-10-20T14:59:08,Bella,Cat,Male,British Shorthair,False,4.0,10.0,3.9,Ideal,Less Active,Dry food,Happy and energetic,Important
